11	Gian Tituz	Mon_Titug.GCMDS	O	0	Defender	X	32	95.2	32	259.2	30	30	66.5	-66.5	56	-70	220	0.122455	92	11	71	87	67	44	14	0	0.8	10	0	0	4	34	728	700	18	17	0.7	3	X	X	O	X	0	0	0	0	0	0	0	0	0	0.588	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
12	Old Basilisk 	Mon_Venom.GCMDS	O	0	Defender	X	32	100.8	24	201.6	40	40	32	-32	136	-64	214	0.125872	100	12	107	131	73	48	15	0	1.jaan	10	0	0	4	34	807	750	20	18	0.8	4	X	O	O	X	0	0	0	0	0	0	0	0	0	0.596	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
13	Beetle	Mon_Un.GCMDS	O	0	Defender	X	32	112	16	144	30	30	60	-60	90	-70	220	0.122455	108	13	85	104	79	52	16	0	0.8	11	0	0	5	34	890	800	22	20	1	4	X	X	O	X	0	0	0	0	0	0	0	0	0	0.604	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
14	Giant Pincers	Mon_Chulpawn.GCMDS	O	0	Defender	X	32	112	32	112	40	40	50	-50	25	-150	300	0.089892	116	14	127	156	85	56	18	0	1.jaan	11	0	0	5	34	976	850	24	21	1	4	X	O	O	X	0	0	0	0	0	0	0	0	0	0.612	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
15	Tortoise Beetle	Mon_Titug.GCMDS	O	0	Defender	X	32	95.2	32	259.2	30	30	66.5	-66.5	56	-70	220	0.122455	124	15	112	137	91	60	19	0	0.9	12	0	0	6	34	1067	900	26	22	0.7	4	X	X	O	X	0	0	0	0	0	0	0	0	0	0.62	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
16	Basilisk 	Mon_Venom.GCMDS	O	0	Defender	X	32	112	24	216	40	40	40	-40	170	-80	230	0.117153	136	16	162	198	97	64	20	0	1.veebr	12	0	0	6	34	1160	950	29	23	1	5	X	O	O	X	0	0	0	0	0	0	0	0	0	0.628	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
17	Lizard Attacker	Mon_Lizardman.GCMDS	X	0	Warrior	X	30	105	30	270	60	60	55	-45	165	-80	230	0.117153	148	17	320	392	383	51	31	0	1.aug	14	0	85	19	34	1036	1265	25	31	1	5	X	X	O	X	0	0	0	0	0	0	0	0	0	0.636	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
18	Lizard Defender	Mon_Lizardman_Warrior.GCMDS	X	0	Defender	X	32	112	24	216	45	45	90	-90	120	-80	230	0.117153	160	18	216	264	109	72	23	0	1.apr	13	0	0	7	34	1360	1050	34	26	1	5	X	O	O	X	0	0	0	0	0	0	0	0	0	0.644	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
19	Lizard Mage	Mon_Lizardman_Mage.GCMDS	X	0	Mage	X	32	117.6	30	279	30	30	55	-49.5	198	-99	249	0.108245	189	19	124	152	105	42	35	0	0.9	26	0	190	21	34	1108	2211	27	55	1.jaan	5	X	X	O	X	0	50	0x8903	0	0	0	0	0	0	0.652	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
20	Lizard Leader	Mon_LizardmanLeader.GCMDS	X	0	Chief	X	32	123.2	24	230.4	40	40	66	-126	138	-144	294	0.091722	276	20	211	258	121	80	26	22	1.veebr	14	0	30	8	34	1576	1270	39	31	1.veebr	6	X	O	O	O	5	0	0	0	0	0	0	0	0	0.66	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
21	Fat Piranha	Mon_Globus.GCMDS	O	0	Defender	X	40	126	20	168	32	32	112	-96	280	-176	326	0.082738	4752	62	1332	1628	373	248	80	0	1.juuni	30	0	0	24	34	10710	3250	267	81	0.8	16	X	O	O	X	0	0	0	0	0	0	0	0	0	0.996	30000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
22	Wild Squirrel 	Mon_Daramji.GCMDS	O	0	Defender	X	12	42	12	108	40	40	15	-20	70	-55	205	0.13137	92	11	98	119	67	44	14	0	1.jaan	10	0	0	4	34	728	700	18	17	1	3	X	X	O	X	0	0	0	0	0	0	0	0	0	0.588	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
23	Bronji	Mon_Bronji.GCMDS	O	0	Defender	X	24	84	24	216	40	40	15	-20	70	-55	205	0.13137	100	12	107	131	73	48	15	0	1.jaan	10	0	0	4	34	807	750	20	18	1	4	X	O	O	X	0	0	0	0	0	0	0	0	0	0.596	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
24	Young Dragonfly	Mon_Pawnpawn.GCMDS	O	0	Defender	X	24	84	24	216	35	35	75	-60	10	-60	210	0.128258	118	13	107	130	79	52	16	0	1	11	0	0	5	34	890	800	22	20	1	4	X	X	O	X	0	50	0x8205	0	0	0	0	0	0	0.604	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
25	Blood Wolf	Mon_Wolf.GCMDS	O	0	Defender	X	32	100.8	24	201.6	40	40	16	-16	36	-116	266	0.101349	116	14	127	156	85	56	18	0	1.jaan	11	0	0	5	34	976	850	24	21	0.8	4	X	O	O	X	0	0	0	0	0	0	0	0	0	0.612	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
26	Shell Beetle	Mon_Titug.GCMDS	O	0	Defender	X	32	95.2	32	259.2	30	30	66.5	-66.5	56	-70	220	0.122455	124	15	112	137	91	60	19	0	0.9	12	0	0	6	34	1067	900	26	22	0.7	4	X	X	O	X	0	0	0	0	0	0	0	0	0	0.62	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
27	Wolf Attacker	Mon_Wolf_Attacker.GCMDS	O	0	Warrior	X	32	112	24	216	40	40	20	-20	45	-140	290	0.092984	136	16	198	242	361	48	30	0	1.veebr	14	0	80	18	34	958	1198	23	29	1	5	X	O	O	X	0	0	0	0	0	0	0	0	0	0.628	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
28	Giant Beetle	Mon_Titug.GCMDS	O	0	Defender	X	32	106.4	32	278.4	30	30	85.5	-85.5	72	-90	240	0.11229	148	17	130	159	103	68	22	0	0.9	12	0	0	6	34	1258	1000	31	25	0.9	5	X	X	O	X	0	0	0	0	0	0	0	0	0	0.636	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
29	Wolf	Mon_Wolf.GCMDS	O	0	Defender	X	32	128.8	24	237.6	40	40	26	-26	58.5	-188.5	339	0.079571	160	18	185	227	109	72	23	0	1.veebr	13	0	0	7	34	1360	1050	34	26	1.m?ts	5	X	O	O	X	0	0	0	0	0	0	0	0	0	0.644	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
30	Hell Spider	Mon_Spider.GCMDS	O	0	Warrior	X	32	112	32	112	30	30	80	-80	75	-90	240	0.11229	172	19	183	223	428	57	35	0	0.9	15	0	95	21	34	1201	1401	30	35	1	5	X	X	O	X	0	0	0	0	0	0	0	0	0	0.652	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
31	Poison Spider	Mon_Spider.GCMDS	O	0	Warrior	X	32	95.2	32	100.8	30	30	56	-56	52.5	-63	213	0.12646	202	20	195	238	451	60	37	0	0.9	16	0	100	23	34	1288	1470	32	36	0.7	6	X	O	O	X	0	50	0x9602	0	0	0	0	0	0	0.66	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
32	Ruffian Wolf	Mon_Wolf_Attacker.GCMDS	O	0	Warrior	X	32	128.8	24	237.6	40	40	26	-26	58.5	-182	332	0.081246	200	21	299	366	473	63	39	0	1.m?ts	16	0	105	24	34	1377	1538	34	38	1.m?ts	6	X	X	O	X	0	0	0	0	0	0	0	0	0	0.668	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
33	Blood Wolf Attacker	Mon_Nightwolf.GCMDS	O	0	Defender	X	32	123.2	24	230.4	40	40	30	-30	42	-180	330	0.081737	216	22	257	314	133	88	28	0	1.m?ts	14	0	0	8	34	1807	1250	45	31	1.veebr	6	X	O	O	X	0	0	0	0	0	0	0	0	0	0.676	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
34	White Bronji	Mon_Bronji.GCMDS	O	0	Defender	X	24	92.4	24	230.4	40	40	18	-24	84	-66	216	0.124712	236	23	271	331	139	92	29	0	1.m?ts	15	0	0	9	34	1930	1300	48	32	1.veebr	6	X	X	O	X	0	0	0	0	0	0	0	0	0	0.684	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
35	Kelpy Pincers	Mon_Labstar.GCMDS	O	0	Defender	X	32	95.2	24	194.4	32	32	84	-45.5	28	-112	262	0.102892	252	24	220	269	145	96	31	0	1	15	0	0	9	34	2056	1350	51	33	0.7	7	X	O	O	X	0	0	0	0	0	0	0	0	0	0.692	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
36	Cpl. Kelpy Pincers	Mon_Labstar.GCMDS	O	0	Defender	X	32	106.4	24	208.8	32	32	108	-58.5	36	-144	294	0.091722	272	25	255	312	151	100	32	0	1.jaan	16	0	0	10	34	2188	1400	54	35	0.9	7	X	X	O	X	0	0	0	0	0	0	0	0	0	0.7	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
37	Gallop Demon.Jr	Mon_Ostrisaur.GCMDS	O	0	Defender	X	32	95.2	24	194.4	30	30	24.mai	-24.5	98	-56	206	0.130736	296	26	244	299	157	104	33	0	1	16	0	0	10	34	2323	1450	58	36	0.7	7	X	X	O	X	0	0	0	0	0	0	0	0	0	0.708	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
38	Pincers	Mon_Labstar.GCMDS	O	0	Defender	X	32	112	24	216	32	32	120	-65	40	-160	310	0.086999	320	27	282	344	163	108	35	0	1.jaan	16	0	0	10	34	2463	1500	61	37	1	7	X	X	O	X	0	0	0	0	0	0	0	0	0	0.716	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
39	Gallop Demon	Mon_Ostrisaur.GCMDS	O	0	Defender	X	32	117.6	24	223.2	30	30	38.5	-38.5	154	-88	238	0.11323	344	28	269	328	169	112	36	0	1	17	0	0	11	34	2608	1550	65	38	1.jaan	8	X	X	O	X	0	0	0	0	0	0	0	0	0	0.724	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
40	Wild NightWolf	Mon_Nightwolf.GCMDS	O	0	Defender	X	32	134.4	24	244.8	40	40	35	-35	49	-210	360	0.074938	372	29	394	482	175	116	37	0	1.apr	17	0	0	11	34	2757	1600	68	40	1.apr	8	X	X	O	X	0	0	0	0	0	0	0	0	0	0.732	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
41	Scary Wolf	Mon_Nightwolf_Attacker.GCMDS	O	0	Warrior	X	32	140	24	252	40	40	37.5	-37.5	52.5	-225	375	0.071945	404	30	511	625	676	90	56	0	1.apr	21	0	150	34	34	2330	2167	58	54	1.mai	8	X	O	O	X	0	0	0	0	0	0	0	0	0	0.74	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
42	Dragonfly	Mon_Pawnpawn.GCMDS	O	0	Defender	X	24	92.4	24	230.4	35	35	90	-72	12	-72	222	0.121356	220	21	205	251	127	84	27	0	1.jaan	14	0	0	8	34	1689	1200	42	30	1.veebr	6	X	X	O	X	0	50	0x8205	0	0	0	0	0	0	0.668	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
43	Mini Spidery Eeriew	Mon_Unmon.GCMDS	O	0	Warrior	X	20	87.5	20	210	24	24	37.5	-37.5	60	-60	210	0.128258	216	22	195	238	496	66	41	0	0.8	17	0	110	25	34	1470	1607	36	40	1.mai	6	X	O	O	X	0	0	0	0	0	0	0	0	0	0.676	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
44	Little Spis	Mon_Spis.GCMDS	O	0	Defender	X	15	41.6	15	117	30	30	84	-84	108	-60	210	0.128258	236	23	208	255	139	92	29	0	1	15	0	0	9	34	1930	1300	48	32	0.6	6	X	X	O	X	0	0	0	0	0	0	0	0	0	0.684	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
45	Kelpy Pincers	Mon_Labstar.GCMDS	O	0	Defender	X	32	95.2	24	194.4	32	32	84	-45.5	28	-112	262	0.102892	252	24	220	269	145	96	31	0	1	15	0	0	9	34	2056	1350	51	33	0.7	7	X	O	O	X	0	0	0	0	0	0	0	0	0	0.692	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
46	Cpl. Kelpy Pincers	Mon_Labstar.GCMDS	O	0	Defender	X	32	106.4	24	208.8	32	32	108	-58.5	36	-144	294	0.091722	272	25	255	312	151	100	32	0	1.jaan	16	0	0	10	34	2188	1400	54	35	0.9	7	X	X	O	X	0	0	0	0	0	0	0	0	0	0.7	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
47	Spidery Eeriew	Mon_Unmon.GCMDS	O	0	Warrior	X	20	105	20	240	24	24	50	-50	80	-80	230	0.117153	296	26	241	295	586	78	48	0	0.8	19	0	130	29	34	1873	1885	46	47	2	7	X	O	O	X	0	0	0	0	0	0	0	0	0	0.708	20000	7104	3185	3186	3191	0	1000	9000000	6000000	3000000	0	1500000	75000	75000	120000	75000	500	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0																				
