ID	ItemName	FieldModelName	AttachedModelName	SpriteDDS	MinX	MinY	MaxX	MaxY	SizeX	SizeY	EffectSound	ItemType	TypeName	AbleExchangeNDrop	AbleSell	MinDropLevel	MaxDropLevel	Price	OptionPrice	BlackPrice	MedalPrice	ClassLimit	LimitStat	Limit	LowLevel	HighLevel	Durability	MaxDurability	MinDamage	MaxDamage	Defence	Block	DropOption	Grade	CriticalType	AttackRange	MaxSocketNum	MagicResist	Evade	CoolDown	MaxHP	MaxMP	HPRegen	MPRegen	Speed	SkillPoint	Frost	Fire	Electro	Darkness
453	Sacred-Heart armor	fullplate.r3s	ANCIENT_ARMOR	Item042	90	7	163	98	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	48	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	Archon hauberk	fullplate.r3s	ARCHON_HAUBERK	Item042	82	105	157	198	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	48	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	Fervor armor	fullplate.r3s	fervent_armor	item044	178	11	249	102	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	48	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	Glorious armor	fullplate.r3s	GLORIOUS_ARMOR	Item042	11	108	67	205	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	Steel-yarn armor	fullplate.r3s	COAT_OF_PLATE	item041	183	5	235	104	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Dark shroud	fullplate.r3s	DARK_SHROUD	Item042	180	101	236	198	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	Archangel wing	fullplate.r3s	SACRED_ARMOR	Item042	9	2	83	98	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	Petro clad	fullplate.r3s	Petro_clad	item046	2	19	71	112	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	Dark-angle armor	fullplate.r3s	BECKS_DARK	item041	95	92	155	190	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	Celestial armor	fullplate.r3s	celestial_armor	item046	84	19	156	113	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	Holy clad	fullplate.r3s	Divine_clad	item046	168	19	240	113	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	Mithras armor	fullplate.r3s	Coat_of_Mithra	item046	4	126	76	221	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3072	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	Holy-blood asylum	fullplate.r3s	blood_asylum	Item044	99	127	168	217	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3120	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	Ares armor	fullplate.r3s	Ares_coat	item044	15	128	84	218	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3120	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	Apollo armor	fullplate.r3s	tiamatte_armor	item044	177	127	247	225	3	4	armor1.wav	CON_ARMOUR	Armor(CON)	O	O	0	0	1	O	1	1	3120	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	Junior Mage's robe	robe.r3s	palmer_robe	item004	82	126	150	224	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	Acolyte's Green robe	robe.r3s	GREEN_ROBE	item005	86	7	154	105	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	Sage cape	robe.r3s	SAGE_ROBE	item005	169	9	236	107	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	Sea-heart robe	robe.r3s	robe_of_philosopher	item005	171	125	238	223	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	Crusader robe	robe.r3s	apostolos_robe	item004	159	124	225	222	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	Sr. magic robe	robe.r3s	studded_robe	item005	88	121	155	220	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	Dragon robe	robe.r3s	mage_robe	item004	8	124	74	223	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	Ancient-sage's robe	robe.r3s	BLACK_DRAGON_ROBE	item006	6	7	73	105	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	Hell-herald's robe	robe.r3s	Ehecat_robe	item046	93	129	164	222	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	Taoist's robe	robe.r3s	Tawhiri_robe	item046	175	130	243	224	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	Dark-Fairy cloak	robe.r3s	Marut_cloak	item044	12	12	81	104	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	Dark-goddess cloak	robe.r3s	dark_anahita	item044	96	12	165	106	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	768	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	Leather cuirass	breast.r3s	hard_leather_breast	item008	10	9	62	80	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	Soft-leather hunting cuirass	breast.r3s	TANDLEATHER_BREAST	item060	98	18	159	100	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	Rogue's leather cuirass	breast.r3s	studded_breast	item008	71	10	119	81	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	Dark sharpshooter cuirass	breast.r3s	armor_for_deep_night	item008	130	11	182	80	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	Hel. Hunting cuirass	breast.r3s	SHADOW_BREAST	item060	12	19	73	101	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	Assassin cuirass	breast.r3s	TRENY_BREAST	item008	6	92	59	165	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	Buffalo Assassin cuirass	breast.r3s	BUFFALO_BUST	item008	129	94	182	164	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	Gorgon-leather Assassin cuirass	breast.r3s	TAURUN_BREAST	item060	184	19	245	101	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	Breast of assassin	breast.r3s	breast_of_rogue	item011	9	14	63	91	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	Breast of rogue	breast.r3s	armor_of_the_viper	item011	79	108	132	187	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	Ancient hide armor	breast.r3s	armor_of_dark_elven	Item011	79	14	132	90	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	Sansevieria armor	breast.r3s	sansevieria	item045	101	18	164	102	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	Kalavinka armor	breast.r3s	Kalavinka	item045	14	128	84	190	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	Sansculotte armor	breast.r3s	sansculotte	item045	179	26	249	89	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	Kreibin armor	breast.r3s	leaf_vortex	item045	13	16	79	102	3	4	armor1.wav	DEX_ARMOUR	Armor(DEX)	O	O	0	0	1	O	1	1	192	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5101	Defender armor	a_body.R3S	KEATH_RIGEN	itema006	5	5	65	82	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5102	Str. defender armor	a_body.R3S	ROAN_RIGEN	itema006	173	5	230	85	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5103	Grace armor	a_body.R3S	MAT_RIGEN	itema006	87	93	149	170	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5104	Bins protector armor	a_body.R3S	KEATH_BINZ	itema006	86	5	149	88	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5105	Roanston armor 	a_body.R3S	ROAN_STOC	itema006	5	91	67	158	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5106	Combater armor	a_body.R3S	MAT_CRAM	itema006	171	92	233	173	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5107	Next-protector armor	a_body.R3S	Keath_Nex	itema006	175	183	239	251	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5108	Ally-giant holy armor	a_body.R3S	Roan_Katom	itema006	93	178	160	255	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5109	Ancient saint armor	a_body.R3S	Mat_Knees	itema006	9	163	81	255	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5119	Roanteruwa armor	a_body.R3S	ROAN_KRUWA	item059	95	8	156	96	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5120	Malle armor	a_body.R3S	MAT_RATSONG	item059	177	7	238	95	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5121	Kleio armor	a_body.R3S	KEATH_Chme	item059	10	6	71	94	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5122	Krostroco armor	a_body.R3S	Keath_Turk	item059	15	112	80	191	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5126	Melum armor	a_body.R3S	MAT_elum	itema014	150	67	224	151	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5135	Roanscufe armor	a_body.R3S	roan_scufu	itema014	153	165	218	249	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5136	Grace brass-armor	a_body.R3S	Keath_pegin	itema013	6	8	77	87	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5137	Ancient Sierra armor	a_body.R3S	MAT_basara	itema013	86	8	149	95	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5138	Roanhorrol armor	a_body.R3S	roan_hortii	itema013	166	8	233	103	3	4	armor1.wav	CON_BODY	Combatant Armor	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5110	Light armor	b_body.R3S	KEATH_AMOR	itema007	4	5	49	84	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5111	Strength armor	b_body.R3S	KEATH_PRUSIX	itema007	53	6	96	65	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5113	Nagual armor	b_body.R3S	KEATH_ACEN	itema007	155	2	203	89	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5114	Roankhan nagual armor	b_body.R3S	ROAN_KASHER	itema007	209	5	254	76	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5115	Officiator armor	b_body.R3S	MAT_ZIK	itema007	1	105	52	195	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5116	Ally-giant brass-armor	b_body.R3S	Keath_Brizen	itema007	58	114	106	177	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5117	Ally-giant armor	b_body.R3S	Roan_Comba	itema007	113	108	162	181	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5118	Ancient Aeolus armor	b_body.R3S	Mat_Jekit	itema007	171	102	222	195	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5134	Kleio beaked-armor	b_body.R3S	Keath_chiu	itema012	21	12	72	104	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5140	Antiquity cuirass	b_body.R3S	mat_sorten	itema013	10	114	69	210	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5141	Rheia hauberk	b_body.R3S	roan_pow	itema013	172	123	233	217	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5142	Nagual hauberk	b_body.R3S	Keath_berg	itema012	102	9	164	104	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5143	Ancient hot moon	b_body.R3S	mat_hormoon	itema013	95	117	152	209	3	4	armor1.wav	DEX_BODY	Offciator Armor	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	100	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	Chain helmet	helm.r3s	chain_helmet	item001	58	62	99	107	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	4095	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	Open helm	helm.r3s	open_helm	item001	105	62	147	106	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	3129	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	Knight helm	helm.r3s	knight_helm	item001	156	61	196	108	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	3129	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	Cast-iron helm	helm.r3s	closed_helm	item001	205	61	248	107	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	3129	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	Pharaoh helm	helm.r3s	spangenl_helm	item001	12	177	46	227	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	3129	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	Steel hat	tugu.r3s	STEEL_HAT	item040	207	75	252	105	2	2	gt.wav	CON_HELM	Helm(CON)	O	O	0	0	1	X	1	1	3129	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
