ID	Type	ClassSkill	Name[5]	Limit	Stat[0]	Value[0]	Stat[1]	Value[1]	Target	mRange	Range	Region	StartMP	LevelMP	LockAdd	Starttick	LevelTick	CastingFlag	EffectFlag	HitFlag	CoolDownTime	EndCoolDown	dds	MinX	MinY	MaxX	MaxY	Hit	EndScript	Protection	Interrupt	Counter	Gauge	Parent	Child	Text
0x8106	PASSIVE	0	Focus II	NONE	STR	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	24	192	48	216	0	0	0	0	0	0	0	0	Focus Level 2\\Increases MP recovery and magic resistance.
0x8106	PASSIVE	0	Focus III	NONE	STR	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	24	192	48	216	0	0	0	0	0	0	0	0	Focus Level 3\\Increases MP recovery and magic resistance.
0x8106	PASSIVE	0	Focus IV	NONE	STR	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	24	192	48	216	0	0	0	0	0	0	0	0	Focus Level 4\\Increases MP recovery and magic resistance.
0x8106	PASSIVE	0	Focus V	NONE	STR	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	24	192	48	216	0	0	0	0	0	0	0	0	Focus Level 5\\Increases MP recovery and magic resistance.
0x8107	PASSIVE	0	Toughness I	NONE	CON	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	0	192	24	216	0	0	0	0	0	0	0	0	Toughness Level 1\\Raises physical defense.
0x8107	PASSIVE	0	Toughness II	NONE	CON	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	0	192	24	216	0	0	0	0	0	0	0	0	Toughness Level 2\\Raises physical defense.
0x8107	PASSIVE	0	Toughness III	NONE	CON	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	0	192	24	216	0	0	0	0	0	0	0	0	Toughness Level 3\\Raises physical defense.
0x8107	PASSIVE	0	Toughness IV	NONE	CON	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	0	192	24	216	0	0	0	0	0	0	0	0	Toughness Level 4\\Raises physical defense.
0x8107	PASSIVE	0	Toughness V	NONE	CON	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	0	192	24	216	0	0	0	0	0	0	0	0	Toughness Level 5\\Raises physical defense.
0x8201	INSTANCE	1	Third Eye	NONE	NONE	0	NONE	0	ENEMY	0	0	24	300	0	0	0	0	FIRE2	Detection.esf	NULL	24000	0	skicon01.dds	120	144	144	168	1	1	0	0	0	0	0	0	Rogue CLASS SKILL\\Reveals nearby enemies that are in stealth state.
0x8202	PASSIVE	0	Critical Hit I	NONE	STR	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	72	192	96	216	0	0	0	0	0	0	0	0	Improved Critical Hit Level 1\\Increases the probability and damage multiplier of critical hits.
0x8202	PASSIVE	0	Critical Hit II	NONE	STR	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	72	192	96	216	0	0	0	0	0	0	0	0	Improved Critical Hit Level 2\\Increases the probability and damage multiplier of critical hits.
0x8202	PASSIVE	0	Critical Hit III	NONE	STR	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	72	192	96	216	0	0	0	0	0	0	0	0	Improved Critical Hit Level 3\\Increases the probability and damage multiplier of critical hits.
0x8202	PASSIVE	0	Critical Hit IV	NONE	STR	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	72	192	96	216	0	0	0	0	0	0	0	0	Improved Critical Hit Level 4\\Increases the probability and damage multiplier of critical hits.
0x8202	PASSIVE	0	Critical Hit V	NONE	STR	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	72	192	96	216	0	0	0	0	0	0	0	0	Improved Critical Hit Level 5\\Increases the probability and damage multiplier of critical hits.
0x8203	PASSIVE	0	Evasion I	NONE	DEX	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	48	192	72	216	1	1	0	0	0	0	0	0	Evasion Level 1\\Increases the probability of avoiding a hit.
0x8203	PASSIVE	0	Evasion II	NONE	DEX	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	48	192	72	216	1	1	0	0	0	0	0	0	Evasion Level 2\\Increases the probability of avoiding a hit.
0x8203	PASSIVE	0	Evasion III	NONE	DEX	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	48	192	72	216	1	1	0	0	0	0	0	0	Evasion Level 3\\Increases the probability of avoiding a hit.
0x8203	PASSIVE	0	Evasion IV	NONE	DEX	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	48	192	72	216	1	1	0	0	0	0	0	0	Evasion Level 4\\Increases the probability of avoiding a hit.
0x8203	PASSIVE	0	Evasion V	NONE	DEX	7	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	48	192	72	216	1	1	0	0	0	0	0	0	Evasion Level 5\\Increases the probability of avoiding a hit.
0x8205	INSTANCE	0	Dagger Launch	NONE	DEX	7	NONE	0	ENEMY	0	12	2	0	40	0	0	0	FIRE1	Needle1.esf	NULL	16000	0	skicon01.dds	72	24	96	48	1	1	1	1	0	0	0	0	Dagger Launch Level 1\\Fires damaging projectiles from the shadows without sacrificing Stealth.
0x8205	INSTANCE	0	Exploding Dagger	NONE	DEX	7	NONE	0	ENEMY	0	16	4	240	40	0	0	0	FIRE1	Needle2.esf	NULL	16000	0	skicon01.dds	72	24	96	48	1	1	1	1	0	0	0	0	Dagger Launch Level 2\\Fires damaging projectiles from the shadows without sacrificing Stealth.
0x8205	INSTANCE	0	Shadowless Dagger	NONE	DEX	7	NONE	0	ENEMY	0	20	6	480	40	0	0	0	FIRE1	Needle3.esf	NULL	16000	0	skicon01.dds	72	24	96	48	1	1	1	1	0	0	0	0	Dagger Launch Level 3\\Fires damaging projectiles from the shadows without sacrificing Stealth.
0x8205	INSTANCE	0	Slippery Dagger	NONE	DEX	7	NONE	0	ENEMY	0	24	8	720	40	0	0	0	FIRE1	Needle4.esf	NULL	16000	0	skicon01.dds	72	24	96	48	1	1	1	1	0	0	0	0	Dagger Launch Level 4\\Fires damaging projectiles from the shadows without sacrificing Stealth.
0x8205	INSTANCE	0	Stealth Dagger	NONE	DEX	7	NONE	0	ENEMY	0	28	10	960	40	0	0	0	FIRE1	Needle4.esf	NULL	16000	0	skicon01.dds	72	24	96	48	1	1	1	1	0	0	0	0	Dagger Launch Level 5\\Fires damaging projectiles from the shadows without sacrificing Stealth.
0x8302	INSTANCE	0	Bloody Mana	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	0	0	0	0	FIRE2	BMana1.esf	NULL	24000	0	skicon01.dds	96	24	120	48	1	1	0	0	0	0	0	0	Bloody Mana Level 1\\Sacrifices the caster's life force in exchange for an infusion of mana.
0x8302	INSTANCE	0	Blood Offering	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	0	0	0	0	FIRE2	BMana2.esf	NULL	24000	0	skicon01.dds	96	24	120	48	1	1	0	0	0	0	0	0	Bloody Mana Level 2\\Sacrifices the caster's life force in exchange for an infusion of mana.
0x8302	INSTANCE	0	Blood Sacrifice	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	0	0	0	0	FIRE2	BMana3.esf	NULL	24000	0	skicon01.dds	96	24	120	48	1	1	0	0	0	0	0	0	Bloody Mana Level 3\\Sacrifices the caster's life force in exchange for an infusion of mana.
0x8302	INSTANCE	0	Blood Bequest	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	0	0	0	0	FIRE2	BMana4.esf	NULL	24000	0	skicon01.dds	96	24	120	48	1	1	0	0	0	0	0	0	Bloody Mana Level 4\\Sacrifices the caster's life force in exchange for an infusion of mana.
0x8302	INSTANCE	0	Devil's Deal	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	0	0	0	0	FIRE2	BMana4.esf	NULL	24000	0	skicon01.dds	96	24	120	48	1	1	0	0	0	0	0	0	Bloody Mana Level 5\\Sacrifices the caster's life force in exchange for an infusion of mana.
0x8303	CAST	0	Vampire Kiss	NONE	INT	8	NONE	0	ENEMY	0	8	0	0	40	0	0	150	FIRE1	VTouch1.esf	NULL	6000	0	skicon01.dds	24	96	48	120	1	1	1	1	0	0	0	0	Vampire Kiss Level 1\\Sucks the life force of an enemy to restore the caster's HP and MP.
0x8303	CAST	0	Drain Life	NONE	INT	8	NONE	0	ENEMY	0	12	0	200	40	40	200	150	FIRE1	VTouch2.esf	NULL	12000	0	skicon01.dds	24	96	48	120	1	1	0	1	0	0	0	0	Vampire Kiss Level 2\\Sucks the life force of an enemy to restore the caster's HP and MP.
0x8303	CAST	0	Steal Soul	NONE	INT	8	NONE	0	ENEMY	0	16	0	640	40	80	200	150	FIRE1	VTouch3.esf	NULL	18000	0	skicon01.dds	24	96	48	120	1	1	0	1	0	0	0	0	Vampire Kiss Level 3\\Sucks the life force of an enemy to restore the caster's HP and MP.
0x8303	CAST	0	Rob Life	NONE	INT	8	NONE	0	ENEMY	0	20	0	1320	40	120	200	150	FIRE1	VTouch4.esf	NULL	24000	0	skicon01.dds	24	96	48	120	1	1	0	1	0	0	0	0	Vampire Kiss Level 4\\Sucks the life force of an enemy to restore the caster's HP and MP.
0x8303	CAST	0	Clone Vampire	NONE	INT	8	NONE	0	ENEMY	0	24	0	2240	40	160	200	150	FIRE1	VTouch4.esf	NULL	30000	0	skicon01.dds	24	96	48	120	1	1	0	1	0	0	0	0	Vampire Kiss Level 5\\Sucks the life force of an enemy to restore the caster's HP and MP.
0x8304	INSTANCE	0	Mana Cell	NONE	INT	8	NONE	0	FRIEND	0	0	0	0	40	0	0	150	FIRE1	SpeedBuff1.esf	NULL	4000	18	skicon01.dds	48	96	72	120	1	1	0	0	0	0	0	0	Mana Cell Level 1\\Creates a force field that defends the caster from physical attacks but Immobilizes him for its duration.
0x8304	INSTANCE	0	Mana Shield	NONE	INT	8	NONE	0	FRIEND	0	0	0	200	40	40	200	150	FIRE1	SpeedBuff1.esf	NULL	8000	18	skicon01.dds	48	96	72	120	1	1	0	0	0	0	0	0	Mana Cell Level 2\\Creates a force field that defends the caster from physical attacks but Immobilizes him for its duration.\\Unaffected by Mana Cell or Flexibility.
0x8304	INSTANCE	0	Mana Wall	NONE	INT	8	NONE	0	FRIEND	0	0	0	640	40	80	200	150	FIRE1	SpeedBuff1.esf	NULL	12000	18	skicon01.dds	48	96	72	120	1	1	0	0	0	0	0	0	Mana Cell Level 3\\Creates a force field that defends the caster from physical attacks but Immobilizes him for its duration.\\Unaffected by Mana Cell or Flexibility.
0x8304	INSTANCE	0	Mana Prism	NONE	INT	8	NONE	0	FRIEND	0	0	0	1320	40	120	200	150	FIRE1	SpeedBuff1.esf	NULL	16000	18	skicon01.dds	48	96	72	120	1	1	0	0	0	0	0	0	Mana Cell Level 4\\Creates a force field that defends the caster from physical attacks but Immobilizes him for its duration.\\Unaffected by Mana Cell or Flexibility.
0x8304	INSTANCE	0	Mana Mirror	NONE	INT	8	NONE	0	FRIEND	0	0	0	2240	40	160	200	150	FIRE1	SpeedBuff1.esf	NULL	20000	18	skicon01.dds	48	96	72	120	1	1	0	0	0	0	0	0	Mana Cell Level 5\\Creates a force field that defends the caster from physical attacks but Immobilizes him for its duration.\\Unaffected by Mana Cell or Flexibility.
0x8305	CAST	0	Bind	NONE	INT	8	NONE	0	ENEMY	0	12	0	0	40	0	0	150	FIRE1	Grease1.esf	NULL	4000	0	skicon01.dds	72	96	96	120	1	1	0	1	0	0	0	0	Bind Level 1\\Immobilizes enemies. Increase spell level Improves range, area, and duration. Unaffected by Mana Cell or Flexibility.
0x8305	CAST	0	Trap	NONE	INT	8	NONE	0	ENEMY	0	16	4	200	40	40	200	150	FIRE1	Grease2.esf	NULL	8000	0	skicon01.dds	72	96	96	120	1	1	0	1	0	0	0	0	Bind Level 2\\Immobilizes enemies. Increase spell level Improves range, area, and duration. Unaffected by Mana Cell or Flexibility.
0x8305	CAST	0	Capture	NONE	INT	8	NONE	0	ENEMY	0	20	6	640	40	80	200	150	FIRE1	Grease3.esf	E_Grease3.esf	12000	0	skicon01.dds	72	96	96	120	1	1	0	1	0	0	0	0	Bind Level 3\\Immobilizes enemies. Increase spell level Improves range, area, and duration. Unaffected by Mana Cell or Flexibility.
0x8305	CAST	0	Snare	NONE	INT	8	NONE	0	ENEMY	0	24	8	1320	40	120	200	150	FIRE1	Grease4.esf	E_Grease4.esf	16000	0	skicon01.dds	72	96	96	120	1	1	0	1	0	0	0	0	Bind Level 4\\Immobilizes enemies. Increase spell level Improves range, area, and duration. Unaffected by Mana Cell or Flexibility.
0x8305	CAST	0	Prisoner of War	NONE	INT	8	NONE	0	ENEMY	0	28	10	2240	40	160	200	150	FIRE1	Grease4.esf	E_Grease4.esf	20000	0	skicon01.dds	72	96	96	120	1	1	0	1	0	0	0	0	Bind Level 5\\Immobilizes enemies. Increase spell level Improves range, area, and duration. Unaffected by Mana Cell or Flexibility.
0x8306	PASSIVE	0	Serenity I	NONE	INT	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	96	192	120	216	1	1	0	0	0	0	0	0	Serenity Level 1\\Increases maximum MP and decreases skill recharge times.
0x8306	PASSIVE	0	Serenity II	NONE	INT	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	96	192	120	216	1	1	0	0	0	0	0	0	Serenity Level 2\\Increases maximum MP and decreases skill recharge times.
0x8306	PASSIVE	0	Serenity III	NONE	INT	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	96	192	120	216	1	1	0	0	0	0	0	0	Serenity Level 3\\Increases maximum MP and decreases skill recharge times.
0x8306	PASSIVE	0	Serenity IV	NONE	INT	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	96	192	120	216	1	1	0	0	0	0	0	0	Serenity Level 4\\Increases maximum MP and decreases skill recharge times.
0x8306	PASSIVE	0	Serenity V	NONE	INT	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	96	192	120	216	1	1	0	0	0	0	0	0	Serenity Level 5\\Increases maximum MP and decreases skill recharge times.
0x8401	INSTANCE	1	Purify	NONE	NONE	0	NONE	0	PARTY	0	0	8	1000	0	0	0	0	FIRE1	Purification.esf	E_Purification.esf	32000	0	skicon01.dds	144	144	168	168	1	1	0	0	0	0	0	0	Acolyte CLASS SKILL\\Destroys all negative enchantments cast upon surrounding allies.
0x8402	PASSIVE	0	Faith I	NONE	WIS	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	120	192	144	216	1	1	0	0	0	0	0	0	Faith Level 1\\Indicates the purity of an acolyte's spirit, which affects his mana regeneration and magic ability.
0x8402	PASSIVE	0	Faith II	NONE	WIS	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	120	192	144	216	1	1	0	0	0	0	0	0	Faith Level 2\\Indicates the purity of an acolyte's spirit, which affects his mana regeneration and magic ability.
0x8402	PASSIVE	0	Faith III	NONE	WIS	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	120	192	144	216	1	1	0	0	0	0	0	0	Faith Level 3\\Indicates the purity of an acolyte's spirit, which affects his mana regeneration and magic ability.
0x8402	PASSIVE	0	Faith IV	NONE	WIS	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	120	192	144	216	1	1	0	0	0	0	0	0	Faith Level 4\\Indicates the purity of an acolyte's spirit, which affects his mana regeneration and magic ability.
0x8402	PASSIVE	0	Faith V	NONE	WIS	8	NONE	0	NONE	0	0	0	0	0	0	0	0	NULL	NULL	NULL	0	0	skicon01.dds	120	192	144	216	1	1	0	0	0	0	0	0	Faith Level 5\\Indicates the purity of an acolyte's spirit, which affects his mana regeneration and magic ability.
0x8404	CAST	0	Encourage	NONE	WIS	8	NONE	0	PARTY	0	0	24	0	40	0	0	150	FIRE1	Encourage1.esf	NULL	4000	0	skicon01.dds	96	96	120	120	1	1	0	0	0	0	0	0	Encourage Aura Level 1\\Increases the party's Attack and Defense.
0x8404	CAST	0	Rally	NONE	WIS	8	NONE	0	PARTY	0	0	24	200	40	40	200	150	FIRE1	Encourage2.esf	NULL	8000	0	skicon01.dds	96	96	120	120	1	1	0	0	0	0	0	0	Encourage Aura Level 2\\Increases the party's Attack and Defense.
0x8404	CAST	0	Fortify	NONE	WIS	8	NONE	0	PARTY	0	0	24	640	40	80	200	150	FIRE1	Encourage3.esf	NULL	12000	0	skicon01.dds	96	96	120	120	1	1	0	0	0	0	0	0	Encourage Aura Level 3\\Increases the party's Attack and Defense.
0x8404	CAST	0	Galvanize	NONE	WIS	8	NONE	0	PARTY	0	0	24	1320	40	120	200	150	FIRE1	Encourage4.esf	NULL	16000	0	skicon01.dds	96	96	120	120	1	1	0	0	0	0	0	0	Encourage Aura Level 4\\Increases the party's Attack and Defense.
0x8404	CAST	0	Spirit's Blessing	NONE	WIS	8	NONE	0	PARTY	0	0	24	2240	40	160	200	150	FIRE1	Encourage4.esf	NULL	20000	0	skicon01.dds	96	96	120	120	1	1	0	0	0	0	0	0	Encourage Aura Level 5\\Increases the party's Attack and Defense.
0x8405	INSTANCE	0	First Aid	NONE	WIS	8	NONE	0	FRIEND	0	22	0	0	60	0	0	0	FIRE2	FirstAid1.esf	NULL	24000	0	skicon01.dds	120	24	144	48	1	1	0	1	0	0	0	0x8406	First Aid Level 1\\Recovers some of an ally's HP, in proportion to the level of their injuries.
0x8405	INSTANCE	0	Relief	NONE	WIS	8	NONE	0	FRIEND	0	22	0	360	60	0	0	0	FIRE2	FirstAid2.esf	NULL	24000	0	skicon01.dds	120	24	144	48	1	1	0	1	0	0	0	0x8406	First Aid Level 2\\Recovers some of an ally's HP, in proportion to the level of their injuries.
0x8405	INSTANCE	0	Rescue	NONE	WIS	8	NONE	0	FRIEND	0	22	0	720	60	0	0	0	FIRE2	FirstAid3.esf	NULL	24000	0	skicon01.dds	120	24	144	48	1	1	0	1	0	0	0	0x8406	First Aid Level 3\\Recovers some of an ally's HP, in proportion to the level of their injuries.
0x8405	INSTANCE	0	Lifesaver	NONE	WIS	8	NONE	0	FRIEND	0	22	0	1080	60	0	0	0	FIRE2	FirstAid4.esf	NULL	24000	0	skicon01.dds	120	24	144	48	1	1	0	1	0	0	0	0x8406	First Aid Level 4\\Recovers some of an ally's HP, in proportion to the level of their injuries.
0x8405	INSTANCE	0	Small Miracle	NONE	WIS	8	NONE	0	FRIEND	0	18	0	1440	60	0	0	0	FIRE2	FirstAid4.esf	NULL	24000	0	skicon01.dds	120	24	144	48	1	1	0	1	0	0	0	0x8406	First Aid Level 5\\Recovers some of an ally's HP, in proportion to the level of their injuries.
0x8406	CAST	0	Shining Hammer	NONE	WIS	8	NONE	0	ENEMY	0	8	0	0	40	0	0	150	FIRE1	LHammer1.esf	NULL	6000	0	skicon01.dds	120	96	144	120	1	1	1	1	0	0	0x8405	0	Shining Hammer Level 1\\Damages and stuns an enemy.
0x8406	CAST	0	Blazing Hammer	NONE	WIS	8	NONE	0	ENEMY	0	10	5	200	40	40	200	150	FIRE1	LHammer2.esf	NULL	12000	0	skicon01.dds	120	96	144	120	1	1	1	1	0	0	0x8405	0	Shining Hammer Level 2\\Damages and stuns enemies in an area.
0x8406	CAST	0	Holy Hammer	NONE	WIS	8	NONE	0	ENEMY	0	12	8	640	40	80	200	150	FIRE1	LHammer3.esf	NULL	18000	0	skicon01.dds	120	96	144	120	1	1	0	1	0	0	0x8405	0	Shining Hammer Level 3\\Damages and stuns enemies in an area. Unaffected by Mana Cell or Flexibility.
